ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_Site,Metadata_Site,Metadata_Well,Metadata_Well,Metadata_experiment,Metadata_fldr,Metadata_time,Metadata_time,Location_Center_X,Location_Center_Y,Number_Object_Number,Parent_ppltobj,Parent_protrusions
2,65,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,867.91666666666663,563.4545454545455,65,6,366
2,66,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,236.9041095890411,560.42465753424653,66,5,367
2,67,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,879.60869565217388,560.21739130434787,67,6,372
2,68,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,856.34482758620686,561.82758620689651,68,6,373
2,69,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,904.4545454545455,564.84848484848487,69,6,374
2,70,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,885.60000000000002,564.70000000000005,70,6,375
2,71,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,901.05371900826447,576.82644628099172,71,6,376
2,72,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,936.59770114942523,586.0191570881226,72,6,377
2,73,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,876.25,567.66666666666663,73,6,378
2,74,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,879.37142857142862,575.76190476190482,74,6,379
2,75,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,669.65957446808511,582.33510638297878,75,7,381
2,76,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,688.7033492822967,586.99521531100481,76,7,382
2,77,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,166.7605633802817,580.64788732394368,77,5,384
2,78,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,197.0,582.18181818181813,78,5,389
2,79,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,176.48717948717947,583.48717948717945,79,5,390
2,80,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,206.23636363636365,587.14545454545453,80,5,391
2,81,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,886.98113207547169,584.11320754716985,81,6,393
2,82,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,866.13207547169816,586.75471698113211,82,6,394
2,83,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,187.5625,585.40625,83,5,395
2,84,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,875.04347826086962,585.95652173913038,84,6,396
2,85,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,893.52252252252254,597.95495495495493,85,6,397
2,86,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,197.41666666666666,595.7833333333333,86,5,398
2,87,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,871.46938775510205,597.4591836734694,87,6,400
2,88,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,900.36363636363637,591.90909090909088,88,6,401
2,89,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,183.099173553719,598.91735537190084,89,5,402
2,90,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,678.13157894736844,597.26315789473688,90,7,403
2,91,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,667.06268656716418,606.97611940298509,91,7,405
2,92,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,685.92307692307691,598.02564102564099,92,7,406
2,93,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,906.08921933085503,609.47955390334573,93,6,409
2,94,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,162.71972318339101,610.01038062283737,94,5,410
2,95,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,242.77777777777777,605.5,95,5,411
2,96,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,192.70270270270271,607.43243243243239,96,5,413
2,97,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,644.69444444444446,608.72222222222217,97,7,414
2,98,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,226.76744186046511,609.67441860465112,98,5,416
2,99,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,872.72727272727275,610.60606060606062,99,6,417
2,100,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,697.36734693877554,612.59183673469386,100,7,418
2,101,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,236.35714285714286,611.21428571428567,101,5,419
2,102,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,884.01123595505624,617.69662921348311,102,6,421
2,103,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,638.32142857142856,614.42857142857144,103,7,422
2,104,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,217.5,616.52777777777783,104,5,423
2,105,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,681.95000000000005,615.60000000000002,105,7,425
2,106,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,193.66666666666666,615.74074074074076,106,5,426
2,107,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,226.44117647058823,622.08823529411768,107,5,427
2,108,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,690.0,614.5,108,7,428
2,109,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,876.28571428571433,618.0,109,6,431
2,110,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,207.19999999999999,620.71428571428567,110,5,432
2,111,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,661.82786885245901,622.36065573770497,111,7,433
2,112,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,893.91428571428571,621.48571428571427,112,6,434
2,113,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,196.36842105263159,627.35789473684213,113,5,436
2,114,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,641.5797101449275,627.49275362318838,114,7,438
2,115,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,681.28571428571433,622.5,115,7,439
2,116,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,672.0,626.57142857142856,116,7,441
2,117,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,650.0,630.39130434782612,117,7,444
2,118,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,673.90598290598291,635.92307692307691,118,7,445
2,119,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,659.67999999999995,633.63999999999999,119,7,448
2,120,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,648.23000000000002,641.86000000000001,120,7,450
2,121,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,635.68888888888887,641.11111111111109,121,7,453
2,122,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,661.95121951219517,642.95121951219517,122,7,454
2,123,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,201.0,645.5,123,5,456
2,124,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,672.93203883495141,649.51456310679612,124,7,457
2,125,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,655.51851851851848,648.40740740740739,125,7,458
2,126,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,634.65375302663438,663.6464891041162,126,7,461
2,127,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,416.03649635036498,662.42335766423355,127,8,464
2,128,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,403.25433526011562,682.95953757225436,128,8,474
2,129,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,429.77777777777777,670.13888888888891,129,8,475
2,130,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,441.74157303370788,702.67865168539322,130,8,477
2,131,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,418.13157894736844,679.71052631578948,131,8,479
2,132,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,463.92182410423453,686.52442996742673,132,8,483
2,133,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,430.15686274509807,681.01960784313724,133,8,484
2,134,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,416.0,693.6241134751773,134,8,486
2,135,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,386.73825503355704,695.18120805369131,135,8,489
2,136,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,449.5,694.28571428571433,136,8,497
2,137,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,401.86238532110093,705.25688073394497,137,8,498
2,138,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,394.09090909090907,699.90909090909088,138,8,499
2,139,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,453.20833333333331,702.75,139,8,500
2,140,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,371.89830508474574,703.13559322033893,140,8,501
2,141,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1006.26,713.89999999999998,141,9,506
2,142,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,421.40845070422534,711.94366197183103,142,8,507
2,143,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,462.42424242424244,709.969696969697,143,8,508
2,144,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,395.08974358974359,731.59615384615381,144,8,515
2,145,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,431.94,716.62,145,8,516
2,146,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,414.5,722.49180327868851,146,8,521
2,147,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1019.875,740.28804347826087,147,9,524
2,148,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,436.12903225806451,724.51612903225805,148,8,525
2,149,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,425.10416666666669,729.47916666666663,149,8,527
2,150,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,402.38095238095241,731.83333333333337,150,8,533
2,151,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,431.5,731.79166666666663,151,8,534
2,152,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,439.030303030303,737.12121212121212,152,8,538
2,153,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,987.81494661921704,748.14590747330965,153,9,539
2,154,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,418.35714285714283,737.53571428571433,154,8,540
2,155,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1033.3684210526317,749.92982456140351,155,9,547
2,156,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1005.5294117647059,754.35294117647061,156,9,549
2,157,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,969.41269841269843,763.3730158730159,157,9,550
2,158,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1021.0505050505051,760.68686868686871,158,9,552
2,159,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,1008.1538461538462,760.53846153846155,159,9,556
2,160,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,738.75999999999999,853.79999999999995,160,10,632
2,161,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,762.75362318840575,861.5,161,10,633
2,162,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,747.48148148148152,856.88888888888891,162,10,634
2,163,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,737.58695652173913,862.95652173913038,163,10,639
2,164,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,756.06666666666672,870.06666666666672,164,10,641
2,165,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,741.92280701754385,896.14736842105265,165,10,644
2,166,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,770.41176470588232,874.11764705882354,166,10,645
2,167,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,771.7348484848485,884.93181818181813,167,10,646
2,168,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,752.69354838709683,880.35483870967744,168,10,647
2,169,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,782.60975609756099,883.51219512195121,169,10,652
2,170,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,797.71428571428567,885.21428571428567,170,10,654
2,171,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,791.39285714285711,886.35714285714289,171,10,655
2,172,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,722.98275862068965,897.85344827586209,172,10,656
2,173,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,759.5,886.5,173,10,657
2,174,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,773.29069767441865,914.93953488372097,174,10,660
2,175,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,753.71111111111111,893.20000000000005,175,10,661
2,176,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,742.5,893.5,176,10,662
2,177,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,775.63157894736844,896.26315789473688,177,10,663
2,178,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,751.5,899.57692307692309,178,10,666
2,179,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,786.56565656565658,907.19191919191917,179,10,667
2,180,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,819.11377245508982,915.02994011976045,180,10,668
2,181,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,738.53571428571433,910.89285714285711,181,10,673
2,182,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,802.66666666666663,920.68965517241384,182,10,675
2,183,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,811.27777777777783,917.11111111111109,183,10,680
2,184,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,793.36065573770497,919.09836065573768,184,10,681
2,185,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,761.726618705036,926.94244604316543,185,10,682
2,186,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,811.34177215189868,931.62025316455697,186,10,683
2,187,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,776.64864864864865,928.59459459459458,187,10,686
2,188,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,828.41176470588232,930.11764705882354,188,10,688
2,189,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,822.20000000000005,933.0,189,10,691
2,190,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,779.30985915492954,941.23943661971828,190,10,693
2,191,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,803.87012987012986,938.74025974025972,191,10,694
2,192,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,773.0,937.0,192,10,695
2,193,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,834.5,937.5,193,10,696
2,194,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,821.78260869565213,939.08695652173913,194,10,697
2,195,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,762.75,940.25,195,10,698
2,196,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,838.32312925170072,953.20408163265301,196,10,702
2,197,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,787.3937007874016,955.93307086614175,197,10,703
2,198,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,770.23529411764707,947.23529411764707,198,10,704
2,199,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,811.5333333333333,948.13333333333333,199,10,706
2,200,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,817.82608695652175,949.73913043478262,200,10,708
2,201,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,822.7532467532468,958.20779220779218,201,10,713
2,202,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,811.91176470588232,957.82352941176475,202,10,716
2,203,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,805.48648648648646,972.64527027027032,203,10,721
2,204,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,864.0,968.60975609756099,204,10,726
2,205,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,773.5,966.5,205,10,728
2,206,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,847.72500000000002,972.76666666666665,206,10,731
2,207,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,779.67857142857144,971.42857142857144,207,10,733
2,208,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,824.29999999999995,970.89999999999998,208,10,734
2,209,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,787.0,973.28571428571433,209,10,736
2,210,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,831.26229508196718,979.21311475409834,210,10,737
2,211,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,790.11111111111109,978.94444444444446,211,10,741
2,212,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,840.92592592592598,982.18518518518522,212,10,745
2,213,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,826.0,981.28571428571433,213,10,747
2,214,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,857.90476190476193,987.50793650793651,214,10,748
2,215,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,853.0,983.71428571428567,215,10,749
2,216,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,867.0,984.0,216,10,750
2,217,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,840.09090909090912,991.09090909090912,217,10,757
2,218,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,831.78947368421052,993.42105263157896,218,10,759
2,219,nan,0,0,4,4,D1,D1,170109,nan,0008,0008,849.65957446808511,1001.531914893617,219,10,762
